"id","title","amount of children","num of people lives with","age","time living the same address","time in job","telephone","num of bank loans","num finished loans","income","EC-card holders","salary","salary+ec-cards","credit risk","running loans","region","requested cash","type of business","resident type","nationality","profession","transport","credit cards","good/bad"
"186","R","1","2","43","216","33","2","2","0","0","1","0","1","1","2","0","1200","Radio, TV, Hifi","Lease","German","Others","Without Vehicle","Cheque card","1"
"187","R","0","1","53","42","144","2","2","1","0","1","0","1","1","2","2","1100","Radio, TV, Hifi","Lease","German","Civil Service, M","Car","Cheque card","0"
"188","H","1","2","39","144","192","2","2","0","0","1","0","1","1","1","0","900","Radio, TV, Hifi","Lease","German","Civil Service, M","Without Vehicle","Cheque card","0"
"189","R","2","3","44","42","24","2","2","1","4000","1","100000","5","1","1","5","3000","Radio, TV, Hifi","Lease","German","Self-employed pe","Car","Cheque card","1"
"190","H","0","1","41","72","36","2","2","1","5000","0","100000","4","1","4","5","1800","Radio, TV, Hifi","Lease","German","Self-employed pe","Car","Mastercard/Euroc","0"
"191","R","1","2","39","18","18","2","2","0","0","1","0","1","1","3","2","1400","Furniture,Carpet","Lease","German","Others","Car","Cheque card","0"
"192","R","1","2","43","168","30","2","2","1","3000","0","100000","4","1","1","2","15000","Cars","Lease","German","Others","Car","no credit cards","0"
"193","H","0","1","66","66","84","2","2","1","2300","0","2500","2","1","3","3","900","Leisure","Lease","German","Others","Without Vehicle","no credit cards","1"
"194","R","0","1","31","66","6","2","2","1","2400","0","2500","2","1","1","4","1300","Furniture,Carpet","Lease","German","Others","Without Vehicle","no credit cards","0"
"195","R","2","3","37","36","48","2","2","1","1500","0","2500","2","1","2","3","1200","Radio, TV, Hifi","Lease","German","Food,Building,Ca","Without Vehicle","no credit cards","0"
"196","R","0","1","49","192","168","2","2","1","2200","0","2500","2","1","2","2","5000","Radio, TV, Hifi","Lease","Turkish","Civil Service, M","Car","no credit cards","1"
"197","H","2","3","45","30","288","2","2","1","3200","0","100000","4","1","1","9","1500","Radio, TV, Hifi","Lease","Yugoslav","Others","Car","no credit cards","0"
"198","H","1","2","45","288","336","1","2","1","3000","1","100000","5","1","1","4","1500","Dept. Store,Mail","Lease","German","Others","Car","Cheque card","0"
"199","H","0","1","51","66","9","2","2","1","2800","0","100000","4","1","3","5","1700","Dept. Store,Mail","Lease","German","Pensioner","Car","Other credit car","1"
"200","R","0","1","63","144","66","2","2","1","2200","0","2500","2","3","0","4","4000","Furniture,Carpet","Lease","German","Pensioner","Without Vehicle","no credit cards","0"
"201","R","1","2","31","3","27","2","2","0","0","1","0","1","1","1","2","1100","Furniture,Carpet","Lease","German","Others","Car","Cheque card","0"
"202","H","0","1","56","88","60","2","2","1","2600","0","100000","4","1","1","5","700","Dept. Store,Mail","Lease","German","Pensioner","Car","no credit cards","0"
"203","R","0","1","53","84","288","2","2","1","3500","0","100000","4","1","3","4","4000","Furniture,Carpet","Lease","German","Others","Car","no credit cards","1"
"204","H","0","1","37","6","36","2","2","1","2100","0","2500","2","3","0","4","7000","Furniture,Carpet","Lease","German","Others","Car","no credit cards","0"
"205","R","1","2","41","0","21","2","2","1","4000","0","100000","4","1","2","2","2000","Radio, TV, Hifi","Lease","German","Self-employed pe","Car","no credit cards","1"
"206","R","0","1","63","168","216","2","2","1","1500","0","2500","2","1","5","4","6000","Furniture,Carpet","Lease","German","Others","Without Vehicle","no credit cards","1"
"207","H","1","2","31","72","6","2","2","1","2700","1","100000","5","3","0","5","2500","Dept. Store,Mail","Lease","German","Others","Car","Cheque card","0"
"208","H","1","2","44","15","288","2","1","1","3000","0","100000","4","1","2","6","1500","Radio, TV, Hifi","Lease","Others","Others","Car","no credit cards","1"
"209","R","0","1","49","168","288","2","2","1","5000","0","100000","4","1","2","5","10000","Furniture,Carpet","Lease","German","Chemical Industr","Car","no credit cards","0"
"210","R","1","2","42","60","66","2","1","1","0","1","0","1","3","0","4","2000","Furniture,Carpet","Lease","German","Others","Without Vehicle","Cheque card","0"
"211","H","2","3","34","30","144","2","2","1","3500","0","100000","4","1","2","2","2500","Furniture,Carpet","Lease","German","Others","Car","no credit cards","0"
"212","R","2","3","30","3","33","2","2","1","0","1","0","1","1","1","9","1100","Furniture,Carpet","Lease","German","Others","Car","Cheque card","1"
"213","H","0","1","32","9","24","2","2","1","2800","0","100000","4","1","3","5","2500","Radio, TV, Hifi","Lease","German","Others","Car","no credit cards","1"
"214","R","0","1","31","3","12","2","2","1","2100","0","2500","2","1","1","4","4000","Furniture,Carpet","Lease","German","Others","Car","no credit cards","0"
"215","H","1","2","55","240","66","1","0","0","2100","0","2500","2","1","1","0","8000","Cars","Lease","German","Others","Car","no credit cards","0"
"216","R","3","4","32","54","66","2","0","0","0","1","0","1","3","0","0","4000","Furniture,Carpet","Lease","German","Others","Car","Cheque card","1"
"217","H","1","2","29","21","120","1","0","1","0","1","0","1","1","1","0","1100","Dept. Store,Mail","Lease","German","Civil Service, M","Car","Cheque card","1"
"218","H","0","1","33","88","15","2","0","1","2500","0","2500","2","1","1","0","10000","Cars","Lease","German","Others","Car","no credit cards","1"
"219","R","1","2","29","12","72","2","0","0","2400","0","2500","2","3","0","0","15000","Cars","Lease","German","Civil Service, M","Car","no credit cards","0"
"220","R","2","3","42","88","39","1","0","0","0","1","0","1","3","0","3","1100","Radio, TV, Hifi","Lease","German","Others","Car","Cheque card","0"
"221","H","0","1","25","36","84","1","0","1","2300","0","2500","2","1","1","0","1700","Dept. Store,Mail","Lease","German","Others","Car","no credit cards","1"
"222","R","1","2","35","120","21","2","0","0","0","1","0","1","1","2","4","900","Furniture,Carpet","Lease","Other European","Others","Without Vehicle","Cheque card","1"
"223","H","0","1","32","12","12","2","0","1","2400","0","2500","2","3","0","8","3000","Furniture,Carpet","Lease","German","Others","Car","no credit cards","1"
"224","R","3","4","38","24","18","2","0","1","2400","0","2500","2","1","1","4","10000","Furniture,Carpet","Lease","German","Others","Car","no credit cards","0"
"225","R","1","2","26","3","3","1","0","0","0","1","0","1","3","0","4","1300","Furniture,Carpet","Lease","German","Sea Vojage, Gast","Without Vehicle","Cheque card","1"
"226","H","2","3","28","12","18","1","0","0","2500","0","2500","2","3","0","9","500","Leisure","Lease","Others","Others","Car","no credit cards","1"
"227","R","1","2","26","12","3","2","0","0","0","1","0","1","3","0","3","3000","Furniture,Carpet","Lease","German","Food,Building,Ca","Without Vehicle","Cheque card","0"
"228","R","0","1","65","21","60","2","0","1","1900","0","2500","2","3","0","7","1100","Dept. Store,Mail","Lease","German","Pensioner","Without Vehicle","no credit cards","0"
"229","R","0","1","27","42","12","2","0","1","1500","0","2500","2","1","2","2","700","Dept. Store,Mail","Lease","German","Others","Without Vehicle","no credit cards","1"
"230","R","3","4","36","18","24","2","0","0","1800","0","2500","2","3","0","2","1000","Radio, TV, Hifi","Lease","German","Civil Service, M","Without Vehicle","no credit cards","1"
"231","R","1","2","53","240","108","2","0","0","1500","0","2500","2","3","0","2","1000","Radio, TV, Hifi","Lease","German","Others","Car","no credit cards","0"
"232","R","0","1","46","30","168","1","0","0","1500","0","2500","2","1","2","4","1900","Radio, TV, Hifi","Lease","German","Others","Without Vehicle","no credit cards","1"
"233","H","2","3","31","21","72","2","2","1","3200","0","100000","4","1","1","3","1900","Radio, TV, Hifi","Lease","German","Others","Car","no credit cards","1"
"234","H","0","1","35","54","6","2","0","1","2300","0","2500","2","1","1","4","600","Radio, TV, Hifi","Lease","German","Others","Without Vehicle","no credit cards","1"
"235","H","0","1","27","66","6","2","0","1","2100","0","2500","2","1","1","9","10000","Cars","Lease","Others","Others","Car","no credit cards","1"
"236","R","0","1","41","3","72","2","0","0","2300","0","2500","2","1","1","5","3000","Furniture,Carpet","Lease","German","Others","Without Vehicle","no credit cards","1"
"237","R","1","2","34","120","30","2","0","0","1900","0","2500","2","1","1","8","1800","Radio, TV, Hifi","Lease","German","Others","Without Vehicle","no credit cards","1"
"238","R","0","1","39","18","18","2","0","0","0","1","0","1","3","0","8","2500","Cars","Lease","German","Others","Car","Cheque card","1"
"239","R","2","3","37","108","240","2","2","0","2500","0","2500","2","1","2","4","1400","Radio, TV, Hifi","Lease","German","Chemical Industr","Car","no credit cards","0"
"240","R","0","1","45","0","144","1","2","1","2200","0","2500","2","1","1","3","900","Radio, TV, Hifi","Lease","German","Others","Car","no credit cards","1"
"241","H","2","3","41","168","6","1","2","1","2400","0","2500","2","1","1","0","800","Radio, TV, Hifi","Lease","German","Others","Without Vehicle","no credit cards","1"
"242","H","1","2","37","12","21","2","2","1","0","1","0","1","1","1","2","2500","Radio, TV, Hifi","Lease","German","Others","Car","Cheque card","1"
"243","H","1","2","32","3","192","1","2","1","3100","0","100000","4","1","1","8","1400","Radio, TV, Hifi","Lease","German","Others","Car","no credit cards","1"
"244","R","0","1","47","6","192","1","2","1","2300","0","2500","2","1","1","4","600","Dept. Store,Mail","Lease","German","Food,Building,Ca","Without Vehicle","no credit cards","0"
"245","R","1","2","29","3","6","2","2","0","1700","0","2500","2","1","1","4","600","Dept. Store,Mail","Lease","German","Others","Car","no credit cards","0"
"246","H","0","1","23","192","60","2","2","1","0","1","0","1","1","1","0","700","Furniture,Carpet","Lease","German","Others","Car","Cheque card","1"
"247","H","1","2","24","18","30","2","2","1","3400","0","100000","4","1","2","0","1000","Radio, TV, Hifi","Lease","German","Others","Car","no credit cards","1"
"248","R","0","1","20","240","9","2","0","0","0","1","0","1","3","0","0","4000","Furniture,Carpet","Lease","German","Civil Service, M","Without Vehicle","Cheque card","0"
"249","H","0","1","23","36","12","2","0","0","1900","0","2500","2","1","1","0","600","Dept. Store,Mail","Lease","German","Others","Car","no credit cards","1"
"250","H","0","1","29","21","144","1","0","0","2300","0","2500","2","3","0","0","2500","Radio, TV, Hifi","Lease","German","Civil Service, M","Without Vehicle","no credit cards","1"
"251","H","0","1","20","240","9","2","0","0","2700","0","100000","4","3","0","0","800","Dept. Store,Mail","Lease","German","Others","Car","no credit cards","1"
"252","H","0","1","24","84","24","1","2","1","0","1","0","1","1","1","0","1200","Furniture,Carpet","Lease","German","Others","Car","Cheque card","0"
"253","H","0","1","22","264","66","2","0","0","1800","0","2500","2","1","1","0","900","Radio, TV, Hifi","Lease","German","Others","Car","no credit cards","1"
"254","H","1","2","22","96","48","1","0","0","1600","0","2500","2","1","0","3","4000","Leisure","Lease","German","Food,Building,Ca","Without Vehicle","no credit cards","1"
"255","H","0","1","24","288","18","2","0","0","2600","0","100000","4","3","0","0","3000","Cars","Lease","German","Others","Car","no credit cards","0"
"256","H","0","1","24","6","42","1","0","0","2000","0","2500","2","1","0","0","6000","Cars","Lease","German","Others","Car","no credit cards","1"
"257","H","2","3","41","18","33","1","1","1","0","1","0","1","1","3","0","600","Cars","Lease","German","Civil Service, M","Car","Cheque card","1"
"258","H","0","1","21","264","9","2","0","0","2100","0","2500","2","3","0","0","1300","Cars","Lease","German","Others","Car","no credit cards","1"
"259","H","0","1","20","264","6","2","0","0","2600","0","100000","4","3","0","0","800","Cars","Lease","German","Others","Car","no credit cards","0"
"260","H","0","1","19","240","9","2","0","0","1000","0","2500","2","3","0","3","2000","Radio, TV, Hifi","Lease","German","Others","Without Vehicle","no credit cards","1"
"261","H","0","1","22","48","9","1","0","0","0","1","0","1","1","1","0","800","Furniture,Carpet","Lease","German","Others","Car","Cheque card","1"
"262","R","1","2","36","30","15","2","2","0","1800","0","2500","2","1","1","0","1500","Dept. Store,Mail","Lease","German","Others","Car","no credit cards","0"
"263","H","0","1","28","96","36","1","0","0","2600","0","100000","4","1","1","0","700","Radio, TV, Hifi","Lease","German","Others","Car","no credit cards","1"
"264","H","0","1","27","240","96","1","0","1","0","1","0","1","1","1","0","1300","Cars","Lease","German","Others","Car","Cheque card","0"
"265","H","1","2","29","96","168","1","0","0","1700","0","2500","2","3","0","0","1000","Radio, TV, Hifi","Lease","German","Civil Service, M","Without Vehicle","no credit cards","1"
"266","H","0","1","28","240","9","1","0","0","2300","0","2500","2","3","0","0","7000","Furniture,Carpet","Lease","German","Others","Car","no credit cards","0"
"267","H","1","2","34","168","42","1","0","0","2100","0","2500","2","3","0","0","1300","Radio, TV, Hifi","Lease","German","Others","Without Vehicle","no credit cards","1"
"268","H","0","1","24","288","96","2","0","0","1700","0","2500","2","1","1","0","600","Radio, TV, Hifi","Lease","German","Others","Without Vehicle","no credit cards","1"
"269","H","0","1","25","240","60","1","2","0","0","1","0","1","1","1","0","700","Furniture,Carpet","Lease","German","Others","Without Vehicle","Cheque card","1"
"270","H","0","1","22","264","15","2","2","1","0","1","0","1","1","1","0","2000","Furniture,Carpet","Lease","German","Others","Car","Cheque card","0"
"271","R","0","1","63","264","27","1","0","0","1600","0","2500","2","3","0","0","900","Furniture,Carpet","Lease","German","Others","Without Vehicle","no credit cards","0"
"272","H","1","2","26","42","108","1","0","0","2200","0","2500","2","1","1","0","1300","Dept. Store,Mail","Lease","German","Others","Car","no credit cards","1"
"273","H","1","2","20","168","54","1","0","0","1500","0","2500","2","3","0","0","1400","Furniture,Carpet","Lease","German","Others","Without Vehicle","no credit cards","1"
"274","R","0","1","31","48","60","1","0","0","1800","0","2500","2","3","0","0","2500","Radio, TV, Hifi","Lease","German","Others","Without Vehicle","no credit cards","1"
"275","H","0","1","24","168","9","1","0","1","0","1","0","1","1","1","0","1100","Furniture,Carpet","Lease","German","Others","Car","Cheque card","1"
"276","H","0","1","22","264","15","1","0","0","0","1","0","1","1","1","0","2000","Furniture,Carpet","Lease","German","Food,Building,Ca","Car","Cheque card","1"
"277","H","0","1","26","312","36","1","0","0","0","1","0","1","3","0","0","1000","Dept. Store,Mail","Lease","German","Others","Without Vehicle","Cheque card","1"
